book_id,preprocessed_resumes
1981412,"['macario', 'story', 'poor', 'man', 'hungry', 'life', 'suffer', 'gnawing', 'poverty', 'kill', 'permit', 'visible', 'change', 'hope', 'despite', 'acceptance', 'colorless', 'existence', 'fantasy', 'tacit', 'mean', 'survival', 'nourish', 'far', 'meager', 'daily', 'diet', 'book', ' ', 'macario', 'story', 'poor', 'man', 'hungry', 'life', 'suffer', 'gnawing', 'poverty', 'kill', 'permit', 'visible', 'change', 'hope', 'despite', 'acceptance', 'colorless', 'existence', 'fantasy', 'tacit', 'mean', 'survival', 'nourish', 'far', 'meager', 'daily', 'diet', 'book', 'cervantes', 'co.', 'spanish', 'classics', 'series']"
4357092,"['plot', 'book', 'simple', 'death', 'sultan', 'mehmed', 'ii', 'conqueror', 'power', 'naturally', 'pass', 'hand', 'son', 'bayezid', 'sultan', 'bayezid', 'ii', 'second', 'son', 'prince', 'cem', 'erudite', 'educate', 'experienced', 'military', 'man', 'urge', 'spahis', 'entourage', 'challenge', 'power', 'propose', 'brother', 'divide', 'empire', 'bayezid', 'reject', 'plot', 'book', 'simple', 'death', 'sultan', 'mehmed', 'ii', 'conqueror', 'power', 'naturally', 'pass', 'hand', 'son', 'bayezid', 'sultan', 'bayezid', 'ii', 'second', 'son', 'prince', 'cem', 'erudite', 'educate', 'experienced', 'military', 'man', 'urge', 'spahis', 'entourage', 'challenge', 'power', 'propose', 'brother', 'divide', 'empire', 'bayezid', 'reject', 'proposal', 'merciless', 'feud', 'arise', 'brother', 'cem', 'long', 'year', 'wander', 'exile', 'begin', 'toss', 'political', 'interest', 'ruler', 'europe', 'unwilling', 'hostage', 'bargaining', 'chip', 'east', 'west', 'seek', 'slow', 'rise', 'east', 'recapture', 'constantinople', 'cem', 'stop', 'syria', 'egypt', 'rhodes', 'france', 'rome', 'detain', 'pope', 'innocent', 'viii', 'hand', 'king', 'france', 'charles', 'viii', 'die', 'naples', 'mysterious', 'circumstance', 'main', 'significance', 'unusual', 'novel', 'lie', 'angle', 'choose', 'narration', 'new', 'message', 'era', 'novel', 'construct', 'court', 'history', 'direct', 'witness', 'case', 'appear', 'secondary', 'character', 'cem', 'close', 'circle', 'poet', 'saadi', 'patronize', 'aunt', 'historical', 'figure', 'grand', 'vizier', 'nishanji', 'mehmed', ""d'aubuzon"", 'grand', 'master', 'knights', 'rhodes', 'form', 'allow', 'constant', 'comparison', 'past', 'present', 'insofar', 'witness', 'long', 'deceased', 'narrative', 'term', 'narrator', 'offer', 'reader', 'opinion', 'history', 'point', 'view', 'author', 'stand', 'contemporary', 'reader', 'stand', 'address', 'role', 'judicial', 'panel', 'imaginary', 'court', 'way', 'true', 'dialogue', 'past', 'present', 'establish']"
33536,"['latina', 'ivy', 'league', 'grad', 'milagro', 'de', 'los', 'santos', 'find', 'place', 'world', 'man', 'night', 'book', 'party', 'pretentious', 'ex', 'boyfriend', 'meet', 'oddly', 'attractive', 'man', 'bite', 'kiss', 'fall', 'ill', 'squirrele', 'away', 'family', 'estate', 'recover', 'vampire', 'exist', 'day', 'age', 'm', 'latina', 'ivy', 'league', 'grad', 'milagro', 'de', 'los', 'santos', 'find', 'place', 'world', 'man', 'night', 'book', 'party', 'pretentious', 'ex', 'boyfriend', 'meet', 'oddly', 'attractive', 'man', 'bite', 'kiss', 'fall', 'ill', 'squirrele', 'away', 'family', 'estate', 'recover', 'vampire', 'exist', 'day', 'age', 'milagro', 'fall', 'fabulously', 'inappropriate', 'man', 'find', 'catch', 'family', 'accept', 'shady', 'organization', 'refuse', 'let', 'undead', 'live', 'love', 'peace']"
12840933,"['method', 'receive', 'devotion', 'able', 'receive', 'devotion', 'easy', 'manner', 'feel', 'awkward', 'right', 'time', 'devotee', 'yesterday', 'man', 'come', 'get', 'talk', 'extend', 'hand', 'touch', 'foot', 'novice', 'kiss', 'foot', 'get', 'touch', 'touch', 'foot', 'way', 'man', 'dilemma', 'able', 'decide', 'touch', 'foot', 'method', 'receive', 'devotion', 'able', 'receive', 'devotion', 'easy', 'manner', 'feel', 'awkward', 'right', 'time', 'devotee', 'yesterday', 'man', 'come', 'get', 'talk', 'extend', 'hand', 'touch', 'foot', 'novice', 'kiss', 'foot', 'get', 'touch', 'touch', 'foot', 'way', 'man', 'dilemma', 'able', 'decide', 'touch', 'foot', 'look', 'like', 'beggar', 'bow', 'little', 'hope', 'raise', 'stand', 'upright', 'deject', 'try', 'bend', 'little', 'leg', 'start', 'quiver', 'fail', 'say', 'namaste', 'leave', 'say', 'friend-', 'friend', 'touch', 'foot', 'lowly', 'people']"
16065965,"['historical', 'book', 'collect', 'biography', 'news', 'author', 'eyewitness', 'french', 'campaign', 'egypt', 'year', 'follow', 'shortly', 'book', 'include', 'biography', 'famous', 'people', 'precision', 'detail', 'begin', 'conquest', 'egypt', 'sultan', 'selim', 'ottoman', 'end', 'middle', 'muhammad', 'ali', 'pasha', 'rule', 'long', 'arrange', 'form', 'daily', 'event', 'continuation', 'completion', 'ibn', 'iyas', 'history', 'continuation', 'completion', 'al', 'maqrizi', 'history']"
195788,"['   ', 'story', 'peter', 'godwin', 'experience', 'grow', 'rhodesia', 'recount', 'story', 'country', 'violent', 'transformation', 'zimbabwe', 'personal', 'metamorphosis', 'privileged', 'boy', 'reluctant', 'soldier', 'investigative', 'journalist', '   ', 'story', 'peter', 'godwin', 'experience', 'grow', 'rhodesia', 'recount', 'story', 'country', 'violent', 'transformation', 'zimbabwe', 'personal', 'metamorphosis', 'privileged', 'boy', 'reluctant', 'soldier', 'investigative', 'journalist']"
33236889,"['franco', 'genovese', 'drummer', 'world', 'renowned', 'american', 'rock', 'band', 'rook', 'get', 'killer', 'smile', 'tattoos', 'talent', 'razor', 'sharp', 'wit', 'humor', 'heart', 'big', 'generous', 'come', 'life', 'good', 'steady', 'uncomplicated', 'way', 'like', 'thing', 'night', 'unassuming', 'l.a.', 'bar', 'change', 'enter', 'gemma', 'hendricks', 'successful', 'young', 'franco', 'genovese', 'drummer', 'world', 'renowned', 'american', 'rock', 'band', 'rook', 'get', 'killer', 'smile', 'tattoos', 'talent', 'razor', 'sharp', 'wit', 'humor', 'heart', 'big', 'generous', 'come', 'life', 'good', 'steady', 'uncomplicated', 'way', 'like', 'thing', 'night', 'unassuming', 'l.a.', 'bar', 'change', 'enter', 'gemma', 'hendricks', 'successful', 'young', 'architect', 'northern', 'england', 'adorable', 'smile', 'sarcasm', 'day', 'unparalleled', 'trusting', 'heart', 'attraction', 'instant', ' ', 'friendship', 'temporary', 'head', 'home', 'thousand', 'mile', 'apart', 'day', 'gemma', 'want', 'franco', 'proposition', 'provide', 'look', 'change', 'transform', 'friendship', 'love', 'ruin', 'note', 'author', 'strong', 'language', 'sexual', 'content', 'book', 'recommend', 'mature', 'audience']"
21681,"['pat', 'kenzie', 'assign', 'know', 'psychiatrist', 'protect', 'son', 'stalk', 'threat', 'anonymous', 'message', 'like', 'easy', 'case', 'solve', 'beginning', 'nightmare', 'series', 'terrifying', 'murder', 'apparently', 'unrelated', 'forcefully', 'take', 'teenage', 'year', 'spend', 'degraded', 'neighborhood', 'dorchester', 'boston', 'victim', 'pat', 'kenzie', 'assign', 'know', 'psychiatrist', 'protect', 'son', 'stalk', 'threat', 'anonymous', 'message', 'like', 'easy', 'case', 'solve', 'beginning', 'nightmare', 'series', 'terrifying', 'murder', 'apparently', 'unrelated', 'forcefully', 'take', 'teenage', 'year', 'spend', 'degraded', 'neighborhood', 'dorchester', 'boston', 'victim', 'killer', 'cruelly', 'attack', 'crucify', 'mutilating', 'people', 'pat', 'kenzie', 'know', 'frantic', 'manhunt', 'lead', 'help', 'angie', 'gennaro', 'faithful', 'bubba', 'rogowski', 'pat', 'realize', 'target']"
8864550,"['inside', 'page', 'lie', 'unspeakable', 'horror', 'bloodsplattering', 'brain', 'impaling', 'flesh', 'devour', 'horror', 'probably', 'read', 'fair', 'share', 'zombie', 'story', 'time', 'different', 'long', 'sit', 'idle', 'bunch', 'fool', 'wrong', 'move', 'hell', 'break', 'loose', 'humanity', 'survival', ' ', 'choice', ' ', 'moral', 'dilemm', 'inside', 'page', 'lie', 'unspeakable', 'horror', 'bloodsplattering', 'brain', 'impaling', 'flesh', 'devour', 'horror', 'probably', 'read', 'fair', 'share', 'zombie', 'story', 'time', 'different', 'long', 'sit', 'idle', 'bunch', 'fool', 'wrong', 'move', 'hell', 'break', 'loose', 'humanity', 'survival', ' ', 'choice', ' ', 'moral', 'dilemma', ' ', 'strategic', 'decision', ' ', 'weapon', 'vehicle', ' ', 'hero', ' ', 'cover', 'ass', 'cost', ' ', 'withstand', 'come', 'hour', 'day', 'week', 'month', 'die', 'amidst', 'chaos', 'violence', 'zombie', 'uprising', ' ', 'bad']"
17851972,"['leave', 'ask', 'tell', 'love', 'take', 'long', 'time', 'answer', 'stubbornly', 'say', 'feel', 'good', 'moment', 'convinced', 'capable', 'beautify', 'absolutely', 'womanly', 'way', 'life', 'feeling', 'beloved', 'man', 'world', 'woman', 'natural', 'bear', 'artist', 'decorator', 'brush', 'hand', 'easel', 'boot', 'leave', 'ask', 'tell', 'love', 'take', 'long', 'time', 'answer', 'stubbornly', 'say', 'feel', 'good', 'moment', 'convinced', 'capable', 'beautify', 'absolutely', 'womanly', 'way', 'life', 'feeling', 'beloved', 'man', 'world', 'woman', 'natural', 'bear', 'artist', 'decorator', 'brush', 'hand', 'easel', 'boot', 'man', 'blank', 'canvas', 'draw', 'color', 'erase', 'cover', 'rule', 'end', 'turn', 'draw', 'life', 'behest', 'fantasy', 'desire', 'look', 'complete', 'discrepancy', 'reality']"
22703049,"['man', 'animal', 'pretend', 'shocking', 'question', 'title', 'content', 'book', 'like', 'traditional', 'self', 'development', 'book', 'discuss', 'topic', 'human', 'nature', 'meaning', 'life', 'moral', 'religion', 'develop', 'accord', 'late', 'scientific', 'study', 'research', 'page', 'learn', 'helmet', 'call', 'spiritual', 'vision', 'role', 'sugar', 'strengthen', 'effect', 'appreciate', 'beauty', 'man', 'animal', 'pretend', 'shocking', 'question', 'title', 'content', 'book', 'like', 'traditional', 'self', 'development', 'book', 'discuss', 'topic', 'human', 'nature', 'meaning', 'life', 'moral', 'religion', 'develop', 'accord', 'late', 'scientific', 'study', 'research', 'page', 'learn', 'helmet', 'call', 'spiritual', 'vision', 'role', 'sugar', 'strengthen', 'effect', 'appreciate', 'beauty', 'achieve', 'goal', 'book', 'talk', 'mental', 'defect', 'type', 'marriage', 'component', 'happiness', 'equation', 'warn', 'single', 'vision', 'read', 'book', 'target', 'reader', 'believe', 'reach', 'truth', 'achieve', 'different', 'multiple', 'vision', 'book', 'different', 'different', 'reader']"
35411583,"['year', 'sylvie', 'dan', 'trimming', 'happy', 'life', 'marriage', 'comfortable', 'home', 'fulfil', 'job', 'beautiful', 'twin', 'girl', 'communicate', 'seamlessly', 'finish', 'sentence', 'trip', 'doctor', 'reveal', 'live', 'year', 'panic', 'set', 'expect', 'death', 'year', 'sylvie', 'dan', 'trimming', 'happy', 'life', 'marriage', 'comfortable', 'home', 'fulfil', 'job', 'beautiful', 'twin', 'girl', 'communicate', 'seamlessly', 'finish', 'sentence', 'trip', 'doctor', 'reveal', 'live', 'year', 'panic', 'set', 'expect', 'death', 'mean', 'seven', 'decade', 'marriage', 'survival', 'quickly', 'concoct', 'plan', 'relationship', 'fresh', 'exciting', 'create', 'little', 'surprise', 'extended', 'year', 'boring', 'pursuit', 'execute', 'project', 'surprise', 'mishap', 'arise', 'secret', 'uncover', 'start', 'threaten', 'foundation', 'unshakeable', 'bond', 'scandal', 'past', 'reveal', 'question', 'important', 'untold', 'truth', 'begin', 'wonder', 'know']"
51881,"['tenderly', 'joyously', 'sadness', '\xa0\xa0', 'pain', 'maya', 'angelou', 'write', 'heart', '\xa0\xa0', 'celebrate', 'life', 'discover', '\xa0\xa0', 'move', 'volume', 'poetry', 'hear', '\xa0\xa0', 'multi', 'faceted', 'voice', 'powerful', '\xa0\xa0', 'vibrant', 'writer', 'time']"
33387751,"['burndee', 'young', 'cantankerous', 'fairy', 'godfather', 'bake', 'cake', 'help', 'human', 'disgrace', 'fairy', 'order', 'burndee', 'ward', 'entrust', 'care', 'cinder', 'girl', 'charming', 'prince', ' \t', 'royal', 'ball', 'present', 'burndee', 'brilliant', 'solution', 'ward', 'happy', 'effort', 'arrange', 'meeting', 'hope', 'burndee', 'young', 'cantankerous', 'fairy', 'godfather', 'bake', 'cake', 'help', 'human', 'disgrace', 'fairy', 'order', 'burndee', 'ward', 'entrust', 'care', 'cinder', 'girl', 'charming', 'prince', ' \t', 'royal', 'ball', 'present', 'burndee', 'brilliant', 'solution', 'ward', 'happy', 'effort', 'arrange', 'meeting', 'hope', 'fall', 'love', ' \t', 'humorous', 'magical', 'telling', 'cinderella', 'unique', 'perspective']"
787903,"['ricardo', 'arias', 'find', 'dead', 'gun', 'wedge', 'mouth', 'look', 'like', 'suicide', 'physical', 'evidence', 'strongly', 'suggest', 'murder', 'police', 'investigation', 'uncover', 'estranged', 'wife', 'terri', 'peralta', 'ugly', 'custody', 'battle', 'year', 'old', 'daughter', 'elena', 'heated', 'charge', 'child', 'abuse', 'murder', 'suspect', 'san', 'francisco', 'defense', 'attorney', 'christopher', 'paget', 'pa', 'ricardo', 'arias', 'find', 'dead', 'gun', 'wedge', 'mouth', 'look', 'like', 'suicide', 'physical', 'evidence', 'strongly', 'suggest', 'murder', 'police', 'investigation', 'uncover', 'estranged', 'wife', 'terri', 'peralta', 'ugly', 'custody', 'battle', 'year', 'old', 'daughter', 'elena', 'heated', 'charge', 'child', 'abuse', 'murder', 'suspect', 'san', 'francisco', 'defense', 'attorney', 'christopher', 'paget', 'paget', 'motive', 'son', 'accuse', 'abuse', 'elena', 'political', 'plan', 'future', 'risk', 'dead', 'man', 'accusation', 'alibi', 'dangerously', 'threadbare', 'shocking', 'revelation', 'threaten', 'explode', 'courtroom', 'remain', 'hidden', 'forever', 'chris', 'paget', 'refusal', 'testify', 'behalf', 'elena', 'tangle', 'loyalty', 'dark', 'secret', 'desperately', 'wish', 'silent']"
28220985,"['intricate', 'old', 'map', 'find', 'stuff', 'wall', 'bistro', 'pines', 'curiosity', 'close', 'villager', 'look', 'stranger', ' ', 'give', 'armand', 'gamache', 'gift', 'day', 'new', 'job', 'map', 'eventually', 'lead', 'shatter', 'secret', 'old', 'friend', 'old', 'adversary', 'lead', 'chief', ' ', 'intricate', 'old', 'map', 'find', 'stuff', 'wall', 'bistro', 'pines', 'curiosity', 'close', 'villager', 'look', 'stranger', ' ', 'give', 'armand', 'gamache', 'gift', 'day', 'new', 'job', 'map', 'eventually', 'lead', 'shatter', 'secret', 'old', 'friend', 'old', 'adversary', 'lead', 'chief', 'homicide', 'sûreté', 'du', 'québec', 'place', 'afraid', ' ', 'find', 'young', 'cadet', 'sûreté', 'academy', 'dead', 'professor', 'body', 'copy', 'old', 'odd', 'map', ' ', 'gamache', 'turn', 'see', 'amelia', 'choquet', 'cadet', 'tattooed', 'pierce', 'guard', 'angry', 'amelia', 'likely', 'find', 'police', 'line', 'academy', 'protégée', 'murder', 'professor', 'focus', 'investigation', 'soon', 'turn', 'gamache', 'mysterious', 'relationship', 'amelia', 'possible', 'involvement', 'crime', 'frantic', 'search', 'answer', 'take', 'investigator', 'pines', 'stained', 'glass', 'window', 'horrific', 'secret', ' ', 'amelia', 'choquet', 'armand', 'gamache', 'time', 'come', 'great', 'reckoning', 'number', '  ', 'bestselle', 'author', 'louise', 'penny', 'pull', 'layer', 'reveal', 'brilliant', 'emotionally', 'powerful', 'truth', 'late', 'spellbinding', 'novel']"
47912,"[' ', 'haunting', 'exquisitely', 'render', 'story', 'jack', 'little', 'sister', 'ellen', 'struggle', 'cope', 'father', 'despair', 'bleak', 'time', 'mother', 'strange', 'death', 'fable', 'age', 'acclaimed', 'author', '  ', ' ']"
2590404,"['book', 'story', 'rogue', 'elephant', 'man', 'eaters', 'laugh', 'man', 'eaters', 'series', ' ', 'story', 'rogue', 'elephant', 'missionary', 'green', 'native', 'christian', 'boy', 'follow', 'path', 'vicious', 'elephant', 'adventure', 'especially', 'village', 'cannibal', 'tribe', 'finally', 'find', 'rogue', 'way', 'open', 'book', 'story', 'rogue', 'elephant', 'man', 'eaters', 'laugh', 'man', 'eaters', 'series', ' ', 'story', 'rogue', 'elephant', 'missionary', 'green', 'native', 'christian', 'boy', 'follow', 'path', 'vicious', 'elephant', 'adventure', 'especially', 'village', 'cannibal', 'tribe', 'finally', 'find', 'rogue', 'way', 'open', 'present', 'gospel', 'gishu', ' ', 'man', 'eaters', 'laugh', 'missionary', 'green', 'boy', 'bring', 'gospel', 'chief', 'mugo', 'tribe', 'dando', 'witch', 'doctor', 'rid', 'white', 'man', 'witch', 'doctor', 'expose', 'ndama', 'return', 'good', 'evil', 'people', 'ready', 'listen', 'gospel', 'accept', 'jesus', 'christ', 'saviour']"
